Province,Municipality,Month,South-facing with vertical (90 degrees) tilt,South-facing with latitude tilt,South-facing with tilt=latitude+15 degrees,South-facing with tilt=latitude-15 degrees,2-axis tracking,Horizontal (0 degree),address,latitude,longitude
Alberta,Lougheed,Annual,3.73,4.72,4.49,4.72,6.77,3.56,"Lougheed, Alberta",52.7433563,-111.546907
Alberta,Lundbreck,Annual,3.5,4.63,4.39,4.64,6.59,3.69,"Lundbreck, Alberta",49.5855729,-114.163332
Alberta,Magrath,Annual,3.67,4.82,4.58,4.82,6.86,3.77,"Magrath, Alberta",49.4169215,-112.866984
Alberta,Mallaig,Annual,3.61,4.52,4.28,4.53,6.53,3.42,"Mallaig, Alberta",54.211944,-111.366111
Alberta,Ma-Me-O Beach,Annual,3.57,4.51,4.28,4.52,6.42,3.46,"Ma-Me-O Beach, Alberta",52.9732045,-113.9639214
Alberta,Manning,Annual,3.51,4.32,4.07,4.34,6.3,3.18,"Manning, Alberta",56.9234624,-117.627262
Alberta,Mannville,Annual,3.69,4.65,4.41,4.65,6.7,3.51,"Mannville, Alberta",53.3373297,-111.1756071
Alberta,Manyberries,Annual,3.8,4.99,4.75,4.99,7.13,3.83,"Manyberries, Alberta",49.4007037,-110.6946331
Alberta,Marlboro,Annual,3.39,4.31,4.07,4.33,6.15,3.37,"Marlboro, Alberta",53.5551396,-116.7976547
Alberta,Marwayne,Annual,3.68,4.64,4.4,4.64,6.7,3.5,"Marwayne, Alberta",53.516667,-110.333333
Alberta,Maskwacis,Annual,3.63,4.59,4.36,4.6,6.54,3.49,"Maskwacis, Alberta",52.8345485,-113.450681
Alberta,Mayerthorpe,Annual,3.47,4.38,4.15,4.39,6.26,3.38,"Mayerthorpe, Alberta",53.9523674,-115.13841
Alberta,McLennan,Annual,3.48,4.34,4.1,4.36,6.29,3.26,"McLennan, Alberta",55.707362,-116.9057436
Alberta,Medicine Hat,Annual,3.83,5.0,4.75,4.99,7.14,3.8,"Medicine Hat, Alberta",50.04303,-110.679016
Alberta,Milk River,Annual,3.72,4.9,4.66,4.9,6.98,3.82,"Milk River, Alberta",49.1553073,-112.0849664
Alberta,Millet,Annual,3.62,4.56,4.33,4.57,6.51,3.47,"Millet, Alberta",53.0941031,-113.4719296
Alberta,Milo,Annual,3.76,4.86,4.62,4.85,6.92,3.71,"Milo, Alberta",50.5685205,-112.8838695
Alberta,Mirror,Annual,3.69,4.67,4.44,4.67,6.65,3.54,"Mirror, Alberta",52.4657704,-113.1077781
Alberta,Monarch,Annual,3.7,4.83,4.59,4.83,6.88,3.76,"Monarch, Alberta",49.8044701,-113.1093485
Alberta,Morinville,Annual,3.59,4.51,4.28,4.53,6.46,3.43,"Morinville, Alberta",53.8009283,-113.6506625
Alberta,Morley,Annual,3.51,4.54,4.31,4.55,6.46,3.58,"Morley, Alberta",51.166667,-114.85
Alberta,Morrin,Annual,3.77,4.81,4.57,4.81,6.85,3.63,"Morrin, Alberta",51.6604571,-112.7643778
Alberta,Mountain View,Annual,3.5,4.64,4.4,4.64,6.59,3.7,"Mountain View, Alberta",49.133333,-113.6
Alberta,Mulhurst,Annual,3.56,4.5,4.27,4.51,6.4,3.45,"Mulhurst, Alberta",53.0561536,-113.997448
Alberta,Mundare,Annual,3.65,4.59,4.36,4.6,6.59,3.47,"Mundare, Alberta",53.58865335,-112.34890271014106
Alberta,Munson,Annual,3.77,4.82,4.58,4.82,6.87,3.64,"Munson, Alberta",51.5615463,-112.742812
Alberta,Muskeg River,Annual,3.34,4.25,4.0,4.27,6.05,3.29,"Muskeg River, Alberta",53.8128935,-118.7675559
Alberta,Myrnam,Annual,3.66,4.6,4.37,4.61,6.64,3.48,"Myrnam, Alberta",53.6589875,-111.2279257
Alberta,Nampa,Annual,3.5,4.35,4.11,4.37,6.32,3.25,"Nampa, Alberta",56.0388789,-117.133908
Alberta,Nanton,Annual,3.66,4.76,4.52,4.76,6.77,3.7,"Nanton, Alberta",50.3481989,-113.770256
Alberta,Neerlandia,Annual,3.52,4.41,4.18,4.43,6.33,3.37,"Neerlandia, Alberta",54.3193959,-114.3768552
Alberta,New Brigden,Annual,3.83,4.89,4.65,4.89,7.01,3.67,"New Brigden, Alberta",51.7009131,-110.4901539
Alberta,New Norway,Annual,3.67,4.64,4.41,4.64,6.62,3.51,"New Norway, Alberta",52.8690148,-112.9521188
Alberta,New Sarepta,Annual,3.63,4.57,4.34,4.58,6.52,3.46,"New Sarepta, Alberta",53.2765358,-113.14866
Alberta,Newbrook,Annual,3.58,4.48,4.25,4.49,6.45,3.4,"Newbrook, Alberta",54.329444,-112.953056
Alberta,Niton Junction,Annual,3.43,4.35,4.12,4.37,6.21,3.38,"Niton Junction, Alberta",53.6186298,-115.769706
Alberta,Nobleford,Annual,3.7,4.83,4.59,4.83,6.88,3.75,"Nobleford, Alberta",49.883543,-113.050003
Alberta,Nordegg,Annual,3.37,4.34,4.1,4.36,6.18,3.45,"Nordegg, Alberta",52.4737361,-116.073132
Alberta,Norglenwold,Annual,3.59,4.57,4.34,4.57,6.48,3.51,"Norglenwold, Alberta",52.3199695,-114.1158167
Alberta,Obed,Annual,3.36,4.28,4.04,4.3,6.11,3.35,"Obed, Alberta",53.5518494,-117.2141987
Alberta,Okotoks,Annual,3.65,4.72,4.48,4.71,6.7,3.65,"Okotoks, Alberta",50.7253685,-113.975082
Alberta,Olds,Annual,3.63,4.64,4.41,4.64,6.58,3.56,"Olds, Alberta",51.7923735,-114.1130367
Alberta,Onoway,Annual,3.54,4.46,4.22,4.47,6.37,3.42,"Onoway, Alberta",53.7066655,-114.1882898
Alberta,Oyen,Annual,3.84,4.92,4.68,4.92,7.05,3.71,"Oyen, Alberta",51.3488903,-110.4871975
Alberta,Paddle Prairie,Annual,3.5,4.26,4.01,4.29,6.26,3.11,"Paddle Prairie, Alberta",57.9490718,-117.4696482
Alberta,Paradise Valley,Annual,3.73,4.71,4.48,4.71,6.79,3.55,"Paradise Valley, Alberta",53.0337733,-110.2969851
Alberta,Patricia,Annual,3.83,4.95,4.7,4.94,7.07,3.74,"Patricia, Alberta",50.6994525,-111.6757745
Alberta,Peace River,Annual,3.52,4.37,4.12,4.39,6.35,3.25,"Peace River, Alberta",56.2325402,-117.3133647
Alberta,Peerless Lake,Annual,3.46,4.26,4.02,4.28,6.22,3.2,"Peerless Lake, Alberta",56.6722839,-114.5766621
Alberta,Peers,Annual,3.43,4.35,4.11,4.36,6.21,3.38,"Peers, Alberta",53.6669224,-115.9902919
Alberta,Penhold,Annual,3.63,4.62,4.39,4.63,6.57,3.54,"Penhold, Alberta",52.1407624,-113.8707545
Alberta,Pibroch,Annual,3.56,4.46,4.23,4.48,6.41,3.4,"Pibroch, Alberta",54.2549609,-113.8745742
Alberta,Pickardville,Annual,3.56,4.48,4.24,4.49,6.41,3.41,"Pickardville, Alberta",54.051188,-113.8801636
Alberta,Picture Butte,Annual,3.73,4.87,4.63,4.87,6.95,3.77,"Picture Butte, Alberta",49.8759706,-112.781877
Alberta,Pincher Creek,Annual,3.52,4.65,4.42,4.66,6.62,3.7,"Pincher Creek, Alberta",49.4896314,-113.9471472
Alberta,Pine Lake,Annual,3.67,4.67,4.44,4.67,6.63,3.55,"Pine Lake, Alberta",52.1120895,-113.4808892
Alberta,Plamondon,Annual,3.57,4.44,4.21,4.46,6.43,3.37,"Plamondon, Alberta",54.8485106,-112.343948
Alberta,Ponoka,Annual,3.63,4.6,4.37,4.61,6.55,3.51,"Ponoka, Alberta",52.7179975,-113.9112662
Alberta,Provost,Annual,3.77,4.79,4.55,4.78,6.88,3.6,"Provost, Alberta",52.3548739,-110.2576303
Alberta,Rainbow Lake,Annual,3.48,4.21,3.96,4.23,6.14,3.03,"Rainbow Lake, Alberta",58.502505,-119.400279
Alberta,Raymond,Annual,3.69,4.85,4.61,4.85,6.91,3.78,"Raymond, Alberta",49.4606969,-112.6558579
Alberta,Red Deer,Annual,3.64,4.62,4.39,4.62,6.56,3.53,"Red Deer, Alberta",52.2690628,-113.8141464
Alberta,Redcliff,Annual,3.82,4.98,4.73,4.97,7.11,3.79,"Redcliff, Alberta",50.0849439,-110.7849638
Alberta,Redwater,Annual,3.62,4.54,4.3,4.55,6.51,3.44,"Redwater, Alberta",53.9527743,-113.1124871
Alberta,Rimbey,Annual,3.56,4.52,4.29,4.53,6.42,3.48,"Rimbey, Alberta",52.64338875,-114.22973190092168
Alberta,Robb,Annual,3.33,4.26,4.02,4.28,6.07,3.36,"Robb, Alberta",53.2341205,-116.9825369
Alberta,Rochester,Annual,3.57,4.47,4.24,4.49,6.43,3.39,"Rochester, Alberta",54.3733148,-113.4573984
Alberta,Rochon Sands,Annual,3.7,4.69,4.46,4.69,6.68,3.54,"Rochon Sands, Alberta",52.4575553,-112.8820866
Alberta,Rocky Mountain House,Annual,3.47,4.44,4.21,4.45,6.3,3.47,"Rocky Mountain House, Alberta",52.38196845,-114.91205773182915
Alberta,Rockyford,Annual,3.76,4.82,4.59,4.82,6.87,3.66,"Rockyford, Alberta",51.234048,-113.141351
Alberta,Rolling Hills,Annual,3.82,4.96,4.72,4.96,7.08,3.78,"Rolling Hills, Alberta",50.2252023,-111.7729252
Alberta,Rosalind,Annual,3.71,4.68,4.45,4.69,6.7,3.53,"Rosalind, Alberta",52.7884847,-112.4433686
Alberta,Rosebud,Annual,3.77,4.84,4.6,4.83,6.89,3.66,"Rosebud, Alberta",51.3,-112.95
Alberta,Rosemary,Annual,3.82,4.93,4.69,4.93,7.04,3.74,"Rosemary, Alberta",50.7550415,-112.086933
Alberta,Round Hill,Annual,3.67,4.62,4.39,4.62,6.6,3.49,"Round Hill, Alberta",53.1652425,-112.6308733
Alberta,Rycroft,Annual,3.49,4.34,4.09,4.36,6.26,3.22,"Rycroft, Alberta",55.7554133,-118.701033
Alberta,Ryley,Annual,3.67,4.62,4.39,4.62,6.61,3.49,"Ryley, Alberta",53.2924056,-112.4382519
Alberta,Saddle Lake,Annual,3.62,4.54,4.31,4.55,6.55,3.44,"Saddle Lake, Alberta",53.9691447,-111.6887198
Alberta,Sandy Beach,Annual,3.55,4.47,4.24,4.49,6.39,3.42,"Sandy Beach, Alberta",53.8091288,-114.0424855
Alberta,Sangudo,Annual,3.49,4.4,4.17,4.42,6.29,3.39,"Sangudo, Alberta",53.8863436,-114.896425
Alberta,Scandia,Annual,3.81,4.94,4.7,4.94,7.06,3.77,"Scandia, Alberta",50.2785701,-112.0480885
Alberta,Schuler,Annual,3.83,4.97,4.73,4.96,7.11,3.77,"Schuler, Alberta",50.3381404,-110.0871096
Alberta,Seba Beach,Annual,3.49,4.42,4.18,4.43,6.3,3.41,"Seba Beach, Alberta",53.5646481,-114.7297662
Alberta,Sedgewick,Annual,3.73,4.71,4.48,4.71,6.76,3.55,"Sedgewick, Alberta",52.7764551,-111.695401
Alberta,Seebe,Annual,3.47,4.51,4.27,4.52,6.42,3.57,"Seebe, Alberta",51.1031469,-115.0442515
Alberta,Seven Persons,Annual,3.82,4.99,4.74,4.99,7.13,3.8,"Seven Persons, Alberta",49.8773939,-110.9045993
Alberta,Sexsmith,Annual,3.47,4.32,4.08,4.34,6.22,3.24,"Sexsmith, Alberta",55.3497014,-118.7838578
Alberta,Sherwood Park,Annual,3.61,4.55,4.31,4.56,6.5,3.45,"Sherwood Park, Alberta",53.5256963,-113.296631
Alberta,Silver Sands,Annual,3.5,4.42,4.18,4.43,6.31,3.41,"Silver Sands, Alberta",53.6261851,-114.6810912
Alberta,Slave Lake,Annual,3.5,4.37,4.13,4.39,6.31,3.31,"Slave Lake, Alberta",55.2810741,-114.7717876
Alberta,Smith,Annual,3.52,4.38,4.15,4.4,6.32,3.33,"Smith, Alberta",55.1630607,-114.0382563
Alberta,Smoky Lake,Annual,3.61,4.52,4.29,4.53,6.51,3.42,"Smoky Lake, Alberta",54.1136641,-112.4714095
Alberta,Spirit River,Annual,3.49,4.34,4.09,4.36,6.25,3.22,"Spirit River, Alberta",55.7811087,-118.8384244
Alberta,Spring Coulee,Annual,3.63,4.78,4.54,4.78,6.8,3.75,"Spring Coulee, Alberta",49.3347591,-113.0551933
Alberta,Spruce Grove,Annual,3.57,4.5,4.27,4.51,6.43,3.44,"Spruce Grove, Alberta",53.545204,-113.903503
Alberta,Spruce View,Annual,3.58,4.57,4.34,4.58,6.49,3.53,"Spruce View, Alberta",52.0857224,-114.3105996
Alberta,Sputinow,Annual,3.65,4.58,4.35,4.59,6.64,3.46,"Sputinow, Alberta",53.92166,-110.2673479
Alberta,St. Albert,Annual,3.6,4.53,4.3,4.54,6.48,3.45,"St. Albert, Alberta",53.633239,-113.628845
Alberta,St. Isidore,Annual,3.5,4.35,4.1,4.37,6.32,3.24,"St. Isidore, Alberta",56.2055066,-117.1048951
Alberta,St. Paul,Annual,3.62,4.55,4.31,4.56,6.57,3.44,"St. Paul, Alberta",53.9446204,-111.2100163
Alberta,Stand Off,Annual,3.62,4.76,4.53,4.76,6.78,3.74,"Stand Off, Alberta",49.4617067,-113.300093
Alberta,Standard,Annual,3.77,4.83,4.6,4.83,6.89,3.67,"Standard, Alberta",51.1124509,-112.9802089
Alberta,Stavely,Annual,3.66,4.76,4.53,4.76,6.78,3.71,"Stavely, Alberta",50.1621453,-113.6402944
Alberta,Stettler,Annual,3.71,4.71,4.48,4.71,6.71,3.56,"Stettler, Alberta",52.3228746,-112.71302
Alberta,Stirling,Annual,3.71,4.87,4.63,4.87,6.93,3.78,"Stirling, Alberta",49.5016384,-112.5281133
Alberta,Stony Plain,Annual,3.56,4.49,4.26,4.5,6.41,3.44,"Stony Plain, Alberta",53.5310131,-113.9998496
Alberta,Strathmore,Annual,3.74,4.8,4.57,4.8,6.83,3.67,"Strathmore, Alberta",51.0503626,-113.3968616
Alberta,Strome,Annual,3.72,4.69,4.46,4.7,6.72,3.54,"Strome, Alberta",52.8108331,-112.0615328
Alberta,Suffield,Annual,3.83,4.99,4.74,4.98,7.12,3.79,"Suffield, Alberta",50.2192746,-111.1608664
Alberta,Sundre,Annual,3.54,4.55,4.32,4.55,6.46,3.54,"Sundre, Alberta",51.7971316,-114.6394148
Alberta,Sunnynook,Annual,3.83,4.92,4.68,4.91,7.03,3.71,"Sunnynook, Alberta",51.283333,-111.666667
Alberta,Swan Hills,Annual,3.44,4.3,4.07,4.32,6.17,3.3,"Swan Hills, Alberta",54.7145773,-115.3991579
Alberta,Sylvan Lake,Annual,3.59,4.57,4.34,4.57,6.49,3.51,"Sylvan Lake, Alberta",52.3102136,-114.0974155
Alberta,Taber,Annual,3.77,4.93,4.68,4.92,7.03,3.79,"Taber, Alberta",49.8895343,-112.0488074
Alberta,Tangent,Annual,3.49,4.35,4.1,4.37,6.3,3.25,"Tangent, Alberta",55.7981419,-117.6771475
Alberta,Thorhild,Annual,3.6,4.51,4.27,4.52,6.47,3.41,"Thorhild, Alberta",54.2507824,-113.0570669
Alberta,Thorsby,Annual,3.55,4.49,4.26,4.5,6.4,3.45,"Thorsby, Alberta",53.2273921,-114.0506558
Alberta,Three Hills,Annual,3.73,4.76,4.52,4.76,6.77,3.61,"Three Hills, Alberta",51.7024122,-113.268475
Alberta,Tilley,Annual,3.82,4.95,4.71,4.95,7.07,3.76,"Tilley, Alberta",50.4508998,-111.652306
Alberta,Tofield,Annual,3.65,4.59,4.36,4.6,6.57,3.47,"Tofield, Alberta",53.3699134,-112.6686537
Alberta,Tomahawk,Annual,3.49,4.42,4.19,4.44,6.3,3.42,"Tomahawk, Alberta",53.3968979,-114.7636632
Alberta,Trochu,Annual,3.73,4.75,4.52,4.75,6.77,3.6,"Trochu, Alberta",51.8261473,-113.229651
Alberta,Trout Lake,Annual,3.47,4.28,4.04,4.3,6.24,3.22,"Trout Lake, Alberta",50.91922275,-114.56222870060219
Alberta,Tulliby Lake,Annual,3.68,4.62,4.39,4.63,6.69,3.49,"Tulliby Lake, Alberta",53.715334,-110.1837346
Alberta,Turin,Annual,3.76,4.91,4.66,4.9,6.99,3.77,"Turin, Alberta",49.9649562,-112.5274484
Alberta,Turner Valley,Annual,3.56,4.62,4.38,4.61,6.55,3.61,"Turner Valley, Alberta",50.6741543,-114.2792889
Alberta,Two Hills,Annual,3.65,4.58,4.35,4.59,6.61,3.47,"Two Hills, Alberta",53.6919793,-111.5421091
Alberta,Valleyview,Annual,3.45,4.32,4.08,4.34,6.22,3.28,"Valleyview, Alberta",55.0746283,-117.2798053
Alberta,Vauxhall,Annual,3.8,4.94,4.7,4.94,7.05,3.78,"Vauxhall, Alberta",50.067952000000005,-112.10859027613333
Alberta,Vegreville,Annual,3.67,4.62,4.39,4.63,6.64,3.49,"Vegreville, Alberta",53.5,-112.05
Alberta,Vermilion,Annual,3.69,4.65,4.42,4.66,6.71,3.52,"Vermilion, Alberta",53.3527093,-110.8542072
Alberta,Veteran,Annual,3.79,4.82,4.59,4.82,6.92,3.63,"Veteran, Alberta",52.0012993,-111.1188029
Alberta,Viking,Annual,3.7,4.66,4.43,4.67,6.7,3.52,"Viking, Alberta",53.0972884,-111.7771466
Alberta,Vilna,Annual,3.61,4.52,4.29,4.53,6.51,3.42,"Vilna, Alberta",54.116111,-111.919444
Alberta,Vimy,Annual,3.58,4.5,4.26,4.51,6.45,3.42,"Vimy, Alberta",54.0626483,-113.6447731
Alberta,Vulcan,Annual,3.72,4.82,4.58,4.82,6.86,3.71,"Vulcan, Alberta",50.4552602,-112.9526477
Alberta,Wabamun,Annual,3.52,4.44,4.21,4.46,6.34,3.42,"Wabamun, Alberta",53.5592733,-114.47831415705389
Alberta,Wabasca-Desmarais,Annual,3.5,4.33,4.09,4.35,6.29,3.27,"Wabasca-Desmarais, Alberta",55.9687244,-113.8355867
Alberta,Wainwright,Annual,3.73,4.71,4.48,4.72,6.78,3.55,"Wainwright, Alberta",52.8402725,-110.8514344
Alberta,Walsh,Annual,3.82,4.99,4.74,4.98,7.13,3.8,"Walsh, Alberta",49.9456363,-110.0444229
Alberta,Warburg,Annual,3.52,4.46,4.23,4.47,6.34,3.44,"Warburg, Alberta",53.1846146,-114.3181098
Alberta,Warner,Annual,3.72,4.89,4.65,4.89,6.96,3.8,"Warner, Alberta",49.261273,-112.1549402
Alberta,Waskatenau,Annual,3.61,4.52,4.29,4.54,6.5,3.42,"Waskatenau, Alberta",54.0964697,-112.7846021
Alberta,Waterton Park,Annual,3.41,4.56,4.32,4.57,6.48,3.67,"Waterton Park, Alberta",49.0509175,-113.9070204
Alberta,Wembley,Annual,3.45,4.31,4.07,4.33,6.19,3.24,"Wembley, Alberta",55.1574095,-119.1407924
Alberta,Westlock,Annual,3.57,4.48,4.24,4.49,6.42,3.41,"Westlock, Alberta",54.2700377,-113.8513211
Alberta,Wetaskiwin,Annual,3.63,4.59,4.36,4.59,6.54,3.48,"Wetaskiwin, Alberta",52.968492,-113.36792
Alberta,Whitecourt,Annual,3.45,4.35,4.12,4.36,6.23,3.35,"Whitecourt, Alberta",54.1367844,-115.6544084
Alberta,Whitelaw,Annual,3.5,4.34,4.09,4.36,6.29,3.22,"Whitelaw, Alberta",56.1076496,-118.0760124
Alberta,Widewater,Annual,3.47,4.32,4.09,4.34,6.24,3.28,"Widewater, Alberta",55.3618114,-115.0323563
Alberta,Wild Horse,Annual,3.81,5.04,4.79,5.03,7.19,3.89,"Wild Horse, Alberta",,
Alberta,Willingdon,Annual,3.64,4.57,4.33,4.58,6.57,3.45,"Willingdon, Alberta",53.8272186,-112.1144684
Alberta,Wimborne,Annual,3.68,4.7,4.46,4.69,6.67,3.58,"Wimborne, Alberta",51.8641037,-113.5934071
Alberta,Winfield,Annual,3.51,4.46,4.23,4.47,6.34,3.45,"Winfield, Alberta",52.966077,-114.4216167
Alberta,Woking,Annual,3.48,4.33,4.09,4.35,6.24,3.23,"Woking, Alberta",55.5924911,-118.7707745
Alberta,Wrentham,Annual,3.73,4.9,4.66,4.9,6.98,3.79,"Wrentham, Alberta",49.516667,-112.183333
Alberta,Youngstown,Annual,3.83,4.9,4.66,4.89,7.01,3.69,"Youngstown, Alberta",51.5288232,-111.206428
British Columbia,100 Mile House,Annual,3.13,4.15,3.89,4.19,5.86,3.41,"100 Mile House, British Columbia",51.6427866,-121.2956943
British Columbia,108 Mile Ranch,Annual,3.13,4.14,3.88,4.19,5.86,3.4,"108 Mile Ranch, British Columbia",51.732467650000004,-121.36305191510529
British Columbia,70 Mile House,Annual,3.12,4.16,3.89,4.2,5.88,3.44,"70 Mile House, British Columbia",51.3134959,-121.3936001
British Columbia,Abbotsford,Annual,2.58,3.64,3.39,3.7,5.15,3.25,"Abbotsford, British Columbia",49.0521162,-122.329479
British Columbia,Adams Lake,Annual,3.06,4.13,3.86,4.19,5.86,3.48,"Adams Lake, British Columbia",51.180150999999995,-119.56563610823903
British Columbia,Aldergrove,Annual,2.59,3.65,3.4,3.71,5.16,3.26,"Aldergrove, British Columbia",49.0596635,-122.4922381
British Columbia,Alert Bay,Annual,2.5,3.45,3.21,3.53,4.8,3.03,"Alert Bay, British Columbia",50.583333,-126.916667
British Columbia,Alexandria,Annual,3.05,4.01,3.76,4.07,5.68,3.3,"Alexandria, British Columbia",52.633333,-122.45
British Columbia,Alexis Creek,Annual,3.03,4.02,3.76,4.08,5.7,3.35,"Alexis Creek, British Columbia",52.0838964,-123.2770457
British Columbia,Alkali Lake,Annual,3.12,4.13,3.87,4.18,5.85,3.4,"Alkali Lake, British Columbia",51.787324,-122.2412937
British Columbia,Anahim Lake,Annual,2.87,3.84,3.58,3.91,5.45,3.27,"Anahim Lake, British Columbia",52.461867,-125.301819
British Columbia,Anglemont,Annual,2.99,4.05,3.78,4.1,5.74,3.43,"Anglemont, British Columbia",50.9635604,-119.1780525
British Columbia,Argenta,Annual,3.06,4.16,3.9,4.21,5.95,3.54,"Argenta, British Columbia",50.1966435,-116.941934
British Columbia,Armstrong,Annual,3.01,4.12,3.84,4.18,5.85,3.54,"Armstrong, British Columbia",50.4435749,-119.1944058
British Columbia,Ashcroft,Annual,3.15,4.25,3.98,4.3,6.04,3.55,"Ashcroft, British Columbia",50.7212409,-121.2835436
British Columbia,Aspen Grove,Annual,2.97,4.09,3.81,4.15,5.8,3.54,"Aspen Grove, British Columbia",49.9313707,-120.6295313
British Columbia,Atlin,Annual,2.72,3.44,3.17,3.53,4.89,2.81,"Atlin, British Columbia",59.5744934,-133.704318
British Columbia,Australian,Annual,3.05,4.0,3.75,4.06,5.67,3.29,"Australian, British Columbia",52.7302784,-122.4439072
British Columbia,Avola,Annual,3.02,4.01,3.75,4.06,5.68,3.33,"Avola, British Columbia",51.7821723,-119.3245661
British Columbia,Balfour,Annual,3.0,4.13,3.86,4.18,5.91,3.57,"Balfour, British Columbia",49.624937,-116.961725
British Columbia,Bamfield,Annual,2.48,3.48,3.24,3.54,4.84,3.06,"Bamfield, British Columbia",48.833086,-125.141144
British Columbia,Barri̬re,Annual,3.11,4.17,3.9,4.22,5.91,3.47,"Barri̬re, British Columbia",,
British Columbia,Baynes Lake,Annual,3.35,4.51,4.25,4.53,6.44,3.73,"Baynes Lake, British Columbia",49.2290943,-115.2216444
British Columbia,Bear Lake,Annual,2.94,3.8,3.55,3.86,5.4,3.1,"Bear Lake, British Columbia",54.4954309,-122.6801132
British Columbia,Beaverdell,Annual,2.92,4.08,3.8,4.14,5.78,3.61,"Beaverdell, British Columbia",49.4343519,-119.0884516
British Columbia,Bella Coola,Annual,2.45,3.33,3.09,3.41,4.69,2.96,"Bella Coola, British Columbia",52.3722766,-126.7556535
British Columbia,Big Bay,Annual,2.5,3.44,3.21,3.51,4.82,3.03,"Big Bay, British Columbia",50.3925648,-125.133593
British Columbia,Birch Island,Annual,3.11,4.14,3.87,4.19,5.86,3.42,"Birch Island, British Columbia",54.75735695,-123.36043781488803
British Columbia,Birken,Annual,2.88,3.94,3.68,4.0,5.6,3.36,"Birken, British Columbia",50.4853917,-122.5895358
British Columbia,Blind Bay,Annual,3.03,4.1,3.83,4.16,5.82,3.48,"Blind Bay, British Columbia",50.8862728,-119.3977116
British Columbia,Blue River,Annual,2.99,3.96,3.7,4.0,5.6,3.26,"Blue River, British Columbia",52.1201032,-119.3097407
British Columbia,Blueberry Creek,Annual,2.91,4.07,3.79,4.13,5.8,3.59,"Blueberry Creek, British Columbia",49.2445629,-117.6664552
British Columbia,Boston Bar,Annual,2.78,3.88,3.61,3.95,5.52,3.38,"Boston Bar, British Columbia",49.8681162,-121.443249
British Columbia,Bowen Bay,Annual,2.61,3.66,3.41,3.73,5.18,3.23,"Bowen Bay, British Columbia",49.365476,-123.4214029
British Columbia,Brackendale,Annual,2.5,3.5,3.25,3.56,4.93,3.11,"Brackendale, British Columbia",49.766667,-123.15
British Columbia,Brisco,Annual,3.31,4.4,4.14,4.43,6.29,3.61,"Brisco, British Columbia",50.8279387,-116.2698807
British Columbia,Britannia Beach,Annual,2.5,3.5,3.26,3.56,4.93,3.11,"Britannia Beach, British Columbia",49.626392,-123.206005
British Columbia,Buick,Annual,3.4,4.18,3.93,4.2,5.98,3.08,"Buick, British Columbia",56.7584379,-121.2771396
British Columbia,Burnaby,Annual,2.57,3.62,3.37,3.68,5.11,3.22,"Burnaby, British Columbia",49.2433804,-122.972545
British Columbia,Burns Lake,Annual,2.81,3.67,3.43,3.74,5.24,3.13,"Burns Lake, British Columbia",54.230269,-125.7645032
British Columbia,Burton,Annual,2.94,4.05,3.78,4.1,5.76,3.52,"Burton, British Columbia",49.9867615,-117.8800786
British Columbia,Cache Creek,Annual,3.14,4.23,3.96,4.28,6.01,3.53,"Cache Creek, British Columbia",50.8131736,-121.3242108
British Columbia,Campbell River,Annual,2.61,3.62,3.37,3.69,5.09,3.14,"Campbell River, British Columbia",50.023071,-125.244153
British Columbia,Canal Flats,Annual,3.36,4.49,4.23,4.52,6.43,3.69,"Canal Flats, British Columbia",50.1596927,-115.8076908
British Columbia,Castlegar,Annual,2.91,4.05,3.78,4.11,5.79,3.58,"Castlegar, British Columbia",49.316171,-117.663574
British Columbia,Cawston,Annual,2.96,4.15,3.86,4.21,5.89,3.67,"Cawston, British Columbia",49.182232,-119.7606
British Columbia,Cedar,Annual,2.76,3.86,3.6,3.93,5.49,3.36,"Cedar, British Columbia",49.1154934,-123.8642459
British Columbia,Central Saanich,Annual,2.79,3.94,3.67,4.01,5.62,3.46,"Central Saanich, British Columbia",48.5946782,-123.4207265
British Columbia,Charlie Lake,Annual,3.44,4.24,4.0,4.27,6.07,3.13,"Charlie Lake, British Columbia",56.2762089,-120.9573984
British Columbia,Chase,Annual,3.06,4.15,3.87,4.2,5.89,3.51,"Chase, British Columbia",50.8193356,-119.6861773
British Columbia,Chemainus,Annual,2.73,3.85,3.58,3.92,5.47,3.37,"Chemainus, British Columbia",48.922499,-123.718414
British Columbia,Cherryville,Annual,2.96,4.06,3.79,4.12,5.76,3.52,"Cherryville, British Columbia",50.2446399,-118.618601
British Columbia,Chetwynd,Annual,3.31,4.14,3.89,4.17,5.9,3.14,"Chetwynd, British Columbia",55.6958928,-121.6381789
British Columbia,Chilliwack,Annual,2.56,3.61,3.36,3.68,5.1,3.24,"Chilliwack, British Columbia",49.135656850000004,-121.8629725649783
British Columbia,Christian Valley,Annual,2.86,3.99,3.71,4.05,5.65,3.54,"Christian Valley, British Columbia",49.545022,-118.8093881
British Columbia,Christina Lake,Annual,2.92,4.09,3.81,4.15,5.82,3.64,"Christina Lake, British Columbia",49.0403105,-118.2139796
British Columbia,Clearwater,Annual,3.11,4.13,3.87,4.18,5.85,3.41,"Clearwater, British Columbia",51.6503514,-120.0654595
British Columbia,Clinton,Annual,3.12,4.17,3.91,4.22,5.91,3.47,"Clinton, British Columbia",51.0916698,-121.5865244
