Province,Municipality,Month,South-facing with vertical (90 degrees) tilt,South-facing with latitude tilt,South-facing with tilt=latitude+15 degrees,South-facing with tilt=latitude-15 degrees,2-axis tracking,Horizontal (0 degree),address,latitude,longitude
Ontario,Elmwood,Annual,2.85,4.14,3.89,4.2,5.82,3.61,"Elmwood, Ontario",44.2279173,-76.6274701
Ontario,Elora,Annual,2.85,4.16,3.91,4.21,5.82,3.66,"Elora, Ontario",43.681148,-80.429581
Ontario,Embro,Annual,2.84,4.17,3.93,4.23,5.85,3.68,"Embro, Ontario",43.1546467,-80.9005219
Ontario,Embrun,Annual,3.18,4.38,4.16,4.38,6.07,3.57,"Embrun, Ontario",45.27508065,-75.27640254492097
Ontario,Emo,Annual,3.49,4.6,4.37,4.6,6.54,3.6,"Emo, Ontario",48.6319778,-93.8339174
Ontario,Emsdale,Annual,3.02,4.2,3.97,4.23,5.87,3.5,"Emsdale, Ontario",45.5290187,-79.3166899
Ontario,Englehart,Annual,3.23,4.28,4.07,4.29,6.01,3.44,"Englehart, Ontario",47.8255744,-79.8733624
Ontario,Ennismore,Annual,3.04,4.31,4.07,4.34,6.0,3.64,"Ennismore, Ontario",44.4099602,-78.4317746
Ontario,Enterprise,Annual,3.1,4.36,4.13,4.38,6.06,3.62,"Enterprise, Ontario",44.4621996,-76.8788173
Ontario,Erieau,Annual,2.95,4.36,4.11,4.41,6.11,3.79,"Erieau, Ontario",42.261405,-81.9299864
Ontario,Erin,Annual,2.88,4.18,3.93,4.22,5.85,3.67,"Erin, Ontario",43.77506,-80.070076
Ontario,Espanola,Annual,3.09,4.27,4.04,4.31,6.02,3.53,"Espanola, Ontario",46.265341,-81.769867
Ontario,Essex,Annual,2.99,4.41,4.17,4.46,6.18,3.79,"Essex, Ontario",41.875,-82.492891325
Ontario,Estaire,Annual,3.12,4.27,4.05,4.31,6.01,3.52,"Estaire, Ontario",46.3109281,-80.7983559
Ontario,Eugenia,Annual,2.85,4.12,3.88,4.18,5.79,3.6,"Eugenia, Ontario",44.3121266,-80.519217
Ontario,Everett,Annual,2.93,4.21,3.97,4.26,5.9,3.66,"Everett, Ontario",44.1956091,-79.937746
Ontario,Exeter,Annual,2.86,4.2,3.95,4.26,5.9,3.67,"Exeter, Ontario",43.3449871,-81.4801081
Ontario,Fauquier,Annual,3.22,4.18,3.98,4.19,5.87,3.35,"Fauquier, Ontario",49.3101561,-82.0402338
Ontario,Fenelon Falls,Annual,3.03,4.29,4.05,4.32,5.98,3.62,"Fenelon Falls, Ontario",44.5370301,-78.7363805
Ontario,Fenwick,Annual,2.87,4.21,3.97,4.25,5.88,3.7,"Fenwick, Ontario",43.0248374,-79.3610045
Ontario,Fergus,Annual,2.85,4.16,3.91,4.21,5.82,3.66,"Fergus, Ontario",43.7059439,-80.3779366
Ontario,Field,Annual,3.15,4.28,4.06,4.3,6.0,3.5,"Field, Ontario",46.5206969,-80.0273257
Ontario,Finch,Annual,3.16,4.37,4.14,4.37,6.06,3.57,"Finch, Ontario",43.7812974,-79.4158993
Ontario,Fingal,Annual,2.86,4.22,3.98,4.27,5.91,3.71,"Fingal, Ontario",42.7127488,-81.3109968
Ontario,Fitzroy Harbour,Annual,3.21,4.41,4.19,4.41,6.13,3.59,"Fitzroy Harbour, Ontario",45.471688,-76.214905
Ontario,Flesherton,Annual,2.85,4.12,3.88,4.18,5.78,3.6,"Flesherton, Ontario",44.2610602,-80.5457496
Ontario,Flinton,Annual,3.11,4.36,4.13,4.38,6.07,3.61,"Flinton, Ontario",44.6900614,-77.2098392
Ontario,Florence,Annual,2.93,4.31,4.06,4.36,6.04,3.74,"Florence, Ontario",42.6566092,-82.0080793
Ontario,Foleyet,Annual,3.19,4.24,4.02,4.26,5.97,3.44,"Foleyet, Ontario",48.244486,-82.4420815
Ontario,Fonthill,Annual,2.87,4.21,3.96,4.25,5.87,3.7,"Fonthill, Ontario",43.0307817,-79.2859628
Ontario,Fordwich,Annual,2.85,4.15,3.9,4.21,5.82,3.64,"Fordwich, Ontario",43.8693298,-81.0307695
Ontario,Forest,Annual,2.92,4.28,4.03,4.34,6.01,3.71,"Forest, Ontario",43.1007795,-82.0003357
Ontario,Foresters Falls,Annual,3.21,4.39,4.17,4.4,6.11,3.57,"Foresters Falls, Ontario",45.6777429,-76.7824983
Ontario,Formosa,Annual,2.85,4.15,3.9,4.21,5.83,3.62,"Formosa, Ontario",44.0674027,-81.2141025
Ontario,Fort Albany,Annual,3.38,4.22,4.02,4.21,5.93,3.3,"Fort Albany, Ontario",52.2130217,-81.682452
Ontario,Fort Erie,Annual,2.87,4.21,3.96,4.24,5.86,3.69,"Fort Erie, Ontario",42.91308,-78.918611
Ontario,Fort Frances,Annual,3.48,4.59,4.36,4.58,6.53,3.59,"Fort Frances, Ontario",48.6114425,-93.3967615
Ontario,Fort Hope,Annual,3.31,4.19,3.99,4.18,5.88,3.34,"Fort Hope, Ontario",51.5570591,-87.9045918
Ontario,Fort Severn,Annual,3.47,4.17,3.97,4.16,5.79,3.16,"Fort Severn, Ontario",56.0193139,-87.66591476726967
Ontario,Foxboro,Annual,3.09,4.37,4.13,4.39,6.08,3.65,"Foxboro, Ontario",44.2495751,-77.436114
Ontario,Foymount,Annual,3.16,4.35,4.12,4.36,6.04,3.56,"Foymount, Ontario",45.4355238,-77.3065211
Ontario,Frankford,Annual,3.07,4.36,4.12,4.38,6.07,3.65,"Frankford, Ontario",44.2014122,-77.5957588
Ontario,Franktown,Annual,3.18,4.4,4.18,4.41,6.11,3.61,"Franktown, Ontario",45.0406281,-76.060592
Ontario,Frankville,Annual,3.13,4.37,4.15,4.38,6.07,3.61,"Frankville, Ontario",44.7213072,-75.9615713
Ontario,Fraserville,Annual,3.03,4.31,4.07,4.34,6.0,3.65,"Fraserville, Ontario",44.2043341,-78.3872069
Ontario,French River,Annual,3.08,4.25,4.02,4.29,5.97,3.53,"French River, Ontario",46.14888575,-80.50029919572184
Ontario,Gananoque,Annual,3.1,4.37,4.14,4.38,6.07,3.63,"Gananoque, Ontario",44.3352722,-76.1646638
Ontario,Garden River,Annual,3.05,4.23,3.99,4.27,5.99,3.53,"Garden River, Ontario",46.8046286,-83.5338039
Ontario,Garden Village,Annual,3.13,4.27,4.04,4.29,5.98,3.5,"Garden Village, Ontario",43.659354300000004,-79.37473484547675
Ontario,Georgetown,Annual,2.89,4.2,3.96,4.25,5.88,3.69,"Georgetown, Ontario",43.6502652,-79.9036058
Ontario,Georgian Highlands,Annual,2.94,4.18,3.94,4.23,5.87,3.59,"Georgian Highlands, Ontario",44.7670871,-80.1279395
Ontario,Georgina,Annual,2.97,4.24,4.0,4.28,5.93,3.65,"Georgina, Ontario",44.341595749999996,-79.34615813017496
Ontario,Geraldton,Annual,3.23,4.2,4.0,4.2,5.96,3.43,"Geraldton, Ontario",49.7188752,-86.9493168
Ontario,Glen Robertson,Annual,3.18,4.37,4.15,4.36,6.06,3.55,"Glen Robertson, Ontario",45.3600184,-74.5020659
Ontario,Glencoe,Annual,2.89,4.26,4.01,4.31,5.97,3.72,"Glencoe, Ontario",42.7481918,-81.711159
Ontario,Goderich,Annual,2.89,4.22,3.97,4.28,5.93,3.67,"Goderich, Ontario",43.7430924,-81.7110949
Ontario,Gogama,Annual,3.2,4.27,4.06,4.29,6.02,3.47,"Gogama, Ontario",47.6736705,-81.7250895
Ontario,Golden Lake,Annual,3.19,4.39,4.16,4.4,6.11,3.58,"Golden Lake, Ontario",45.5808831,-77.2446826
Ontario,Gooderham,Annual,3.06,4.28,4.05,4.31,5.96,3.58,"Gooderham, Ontario",44.9071563,-78.3793519
Ontario,Gore Bay,Annual,3.07,4.29,4.05,4.33,6.05,3.57,"Gore Bay, Ontario",45.9167876,-82.4640868
Ontario,Gorrie,Annual,2.85,4.15,3.9,4.21,5.83,3.64,"Gorrie, Ontario",43.8711909,-81.1092278
Ontario,Goulais Bay,Annual,3.04,4.2,3.97,4.25,5.96,3.52,"Goulais Bay, Ontario",46.7199953,-84.4130393
Ontario,Gowganda,Annual,3.21,4.28,4.06,4.29,6.01,3.45,"Gowganda, Ontario",47.6545771,-80.7800752
Ontario,Grafton,Annual,3.03,4.33,4.09,4.36,6.03,3.66,"Grafton, Ontario",43.9920499,-78.0258598
Ontario,Grand Bend,Annual,2.9,4.24,3.99,4.3,5.96,3.69,"Grand Bend, Ontario",43.312689,-81.757507
Ontario,Grand Valley,Annual,2.86,4.15,3.91,4.2,5.81,3.64,"Grand Valley, Ontario",43.8991217,-80.3152465
Ontario,Granton,Annual,2.85,4.19,3.94,4.24,5.88,3.68,"Granton, Ontario",43.2179772,-81.3013714
Ontario,Grassy Narrows,Annual,3.49,4.51,4.29,4.51,6.4,3.51,"Grassy Narrows, Ontario",50.1490401,-94.0046856
Ontario,Gravenhurst,Annual,2.98,4.21,3.97,4.24,5.87,3.56,"Gravenhurst, Ontario",44.91741,-79.373131
Ontario,Greater Napanee,Annual,3.08,4.36,4.13,4.38,6.06,3.64,"Greater Napanee, Ontario",44.2473883,-76.9505543
Ontario,Greater Sudbury,Annual,3.14,4.28,4.05,4.31,6.02,3.51,"Greater Sudbury, Ontario",46.49272,-80.991211
Ontario,Greely,Annual,3.18,4.38,4.16,4.38,6.07,3.57,"Greely, Ontario",45.2626978,-75.5600281
Ontario,Green Valley,Annual,3.17,4.36,4.14,4.36,6.06,3.56,"Green Valley, Ontario",45.258352,-74.5970907
Ontario,Greenstone,Annual,3.25,4.22,4.01,4.21,5.98,3.42,"Greenstone, Ontario",49.7188752,-86.9493168
Ontario,Griffith,Annual,3.17,4.38,4.16,4.4,6.1,3.59,"Griffith, Ontario",45.2416922,-77.1718003
Ontario,Grimsby,Annual,2.88,4.22,3.97,4.26,5.9,3.71,"Grimsby, Ontario",43.1931661,-79.560677
Ontario,Guelph,Annual,2.86,4.17,3.93,4.22,5.84,3.68,"Guelph, Ontario",43.5460516,-80.2493276
Ontario,Hagersville,Annual,2.85,4.2,3.95,4.24,5.87,3.71,"Hagersville, Ontario",42.961976,-80.0517133
Ontario,Haileybury,Annual,3.23,4.31,4.1,4.32,6.04,3.47,"Haileybury, Ontario",47.4441901,-79.6360804
Ontario,Haliburton,Annual,3.04,4.25,4.02,4.27,5.91,3.55,"Haliburton, Ontario",45.1525396,-78.5148132
Ontario,Halton Hills,Annual,2.89,4.2,3.96,4.25,5.88,3.69,"Halton Hills, Ontario",43.6512888,-79.9142216
Ontario,Hamilton,Annual,2.88,4.21,3.96,4.25,5.89,3.7,"Hamilton, Ontario",43.2560802,-79.8728583
Ontario,Hammond,Annual,3.19,4.37,4.15,4.37,6.06,3.55,"Hammond, Ontario",45.4415788,-75.2399439
Ontario,Hanover,Annual,2.86,4.15,3.9,4.21,5.83,3.62,"Hanover, Ontario",44.1520712,-81.0279572
Ontario,Harriston,Annual,2.84,4.14,3.89,4.2,5.81,3.63,"Harriston, Ontario",43.9118312,-80.8690127
Ontario,Harrow,Annual,2.99,4.42,4.17,4.46,6.19,3.79,"Harrow, Ontario",42.035586,-82.9183594
Ontario,Harrowsmith,Annual,3.09,4.35,4.12,4.37,6.05,3.62,"Harrowsmith, Ontario",44.4040881,-76.6655313
Ontario,Harty,Annual,3.21,4.16,3.96,4.17,5.86,3.35,"Harty, Ontario",49.475629,-82.6797872
Ontario,Harwood,Annual,3.03,4.32,4.08,4.35,6.01,3.65,"Harwood, Ontario",44.1404478,-78.1821844
Ontario,Hastings,Annual,3.07,4.34,4.1,4.37,6.05,3.65,"Hastings, Ontario",44.8622979,-77.6788417
Ontario,Havelock,Annual,3.08,4.35,4.12,4.38,6.06,3.64,"Havelock, Ontario",44.4332227,-77.8872927
Ontario,Hawk Junction,Annual,3.07,4.13,3.91,4.15,5.84,3.42,"Hawk Junction, Ontario",48.0887684,-84.5599688
Ontario,Hawkesbury,Annual,3.19,4.36,4.14,4.35,6.05,3.53,"Hawkesbury, Ontario",45.610281,-74.6055611
Ontario,Hawkestone,Annual,2.96,4.22,3.98,4.26,5.9,3.61,"Hawkestone, Ontario",44.4971372,-79.4674364
Ontario,Hearst,Annual,3.2,4.16,3.95,4.16,5.87,3.37,"Hearst, Ontario",49.690732,-83.666382
Ontario,Hemlo,Annual,3.16,4.19,3.98,4.2,5.94,3.45,"Hemlo, Ontario",48.6836193,-85.9849655
Ontario,Hensall,Annual,2.86,4.19,3.95,4.25,5.89,3.67,"Hensall, Ontario",43.4339198,-81.5055942
Ontario,Hepworth,Annual,2.9,4.17,3.92,4.23,5.87,3.6,"Hepworth, Ontario",44.6333212,-81.1340179
Ontario,Heron Bay,Annual,3.17,4.2,3.99,4.21,5.97,3.46,"Heron Bay, Ontario",48.6627766,-86.2817103
Ontario,Hiawatha,Annual,3.04,4.32,4.08,4.35,6.01,3.65,"Hiawatha, Ontario",46.5898053,-84.276178
Ontario,Highgate,Annual,2.91,4.29,4.04,4.34,6.0,3.74,"Highgate, Ontario",42.5024779,-81.8122673
Ontario,Hillsburgh,Annual,2.86,4.16,3.92,4.21,5.83,3.65,"Hillsburgh, Ontario",43.7904083,-80.1439887
Ontario,Hillside,Annual,3.02,4.22,3.98,4.25,5.88,3.52,"Hillside, Ontario",42.8650627,-79.1351774
Ontario,Hillsport,Annual,3.18,4.16,3.95,4.16,5.89,3.41,"Hillsport, Ontario",49.4525638,-85.5470983
Ontario,Hilton Beach,Annual,3.07,4.27,4.03,4.31,6.04,3.57,"Hilton Beach, Ontario",46.256732,-83.888585
Ontario,Holland Centre,Annual,2.85,4.11,3.87,4.17,5.78,3.58,"Holland Centre, Ontario",44.3945886,-80.7952482
Ontario,Holstein,Annual,2.84,4.13,3.88,4.18,5.79,3.62,"Holstein, Ontario",44.0596688,-80.7600813
Ontario,Honey Harbour,Annual,2.96,4.19,3.95,4.24,5.87,3.57,"Honey Harbour, Ontario",44.8739609,-79.8116047
Ontario,Honeywood,Annual,2.88,4.15,3.91,4.2,5.82,3.62,"Honeywood, Ontario",44.2229308,-80.1878032
Ontario,Hornepayne,Annual,3.17,4.17,3.96,4.18,5.9,3.41,"Hornepayne, Ontario",49.2181387,-84.7752864
Ontario,Horning's Mills,Annual,2.88,4.16,3.92,4.21,5.83,3.63,"Horning's Mills, Ontario",44.153732,-80.2048675
Ontario,Horseshoe Valley,Annual,2.94,4.19,3.95,4.23,5.86,3.6,"Horseshoe Valley, Ontario",44.6081462,-79.5412617
Ontario,Hudson,Annual,3.44,4.45,4.23,4.44,6.31,3.47,"Hudson, Ontario",50.0904426,-92.1703196
Ontario,Huntsville,Annual,3.02,4.21,3.98,4.24,5.87,3.52,"Huntsville, Ontario",45.3263919,-79.218434
Ontario,Hurkett,Annual,3.35,4.4,4.19,4.4,6.25,3.51,"Hurkett, Ontario",48.8455642,-88.4917268
Ontario,Huron East,Annual,2.85,4.16,3.92,4.22,5.85,3.65,"Huron East, Ontario",43.622032000000004,-81.2916616011816
Ontario,Huron Park,Annual,2.87,4.21,3.96,4.26,5.91,3.68,"Huron Park, Ontario",43.289702,-81.487312
Ontario,Hymers,Annual,3.4,4.48,4.26,4.47,6.35,3.53,"Hymers, Ontario",48.3075356,-89.711445
Ontario,Ignace,Annual,3.45,4.5,4.27,4.49,6.39,3.52,"Ignace, Ontario",49.41276,-91.654816
Ontario,Ilderton,Annual,2.86,4.21,3.96,4.26,5.9,3.69,"Ilderton, Ontario",43.0812001,-81.3751432
Ontario,Ingersoll,Annual,2.84,4.18,3.94,4.23,5.85,3.69,"Ingersoll, Ontario",43.037725,-80.88211
Ontario,Ingleside,Annual,3.15,4.36,4.14,4.36,6.05,3.57,"Ingleside, Ontario",44.9954941,-74.9867427
Ontario,Innerkip,Annual,2.84,4.17,3.93,4.22,5.84,3.68,"Innerkip, Ontario",43.210261,-80.6966863
Ontario,Innisfil,Annual,2.95,4.23,3.99,4.27,5.92,3.66,"Innisfil, Ontario",44.3150892,-79.5461073
Ontario,Inverary,Annual,3.09,4.36,4.12,4.37,6.05,3.62,"Inverary, Ontario",44.3885143,-76.4730393
Ontario,Ipperwash Beach,Annual,2.92,4.28,4.03,4.33,6.01,3.71,"Ipperwash Beach, Ontario",43.2071245,-81.9874574
Ontario,Iron Bridge,Annual,3.08,4.28,4.04,4.32,6.04,3.56,"Iron Bridge, Ontario",46.2789817,-83.2202252
Ontario,Iroquois,Annual,3.14,4.36,4.14,4.37,6.05,3.59,"Iroquois, Ontario",44.848043,-75.3084785
Ontario,Iroquois Falls,Annual,3.24,4.23,4.03,4.24,5.95,3.39,"Iroquois Falls, Ontario",48.7672213,-80.6770998
Ontario,Janetville,Annual,3.0,4.28,4.04,4.31,5.96,3.65,"Janetville, Ontario",44.2144316,-78.7243914
Ontario,Jarvis,Annual,2.85,4.2,3.95,4.24,5.87,3.71,"Jarvis, Ontario",42.8844706,-80.1139414
Ontario,Jasper,Annual,3.15,4.38,4.15,4.39,6.08,3.61,"Jasper, Ontario",44.8325116,-75.9347245
Ontario,Jellicoe,Annual,3.26,4.23,4.03,4.23,6.0,3.43,"Jellicoe, Ontario",49.683333,-87.516667
Ontario,Jogues,Annual,3.2,4.16,3.96,4.17,5.87,3.37,"Jogues, Ontario",49.59789,-83.7461877
Ontario,Johnstown,Annual,3.13,4.36,4.14,4.37,6.05,3.6,"Johnstown, Ontario",44.7446218,-75.4652935
Ontario,Kagawong,Annual,3.07,4.28,4.04,4.33,6.04,3.57,"Kagawong, Ontario",45.9080882,-82.2585277
Ontario,Kakabeka Falls,Annual,3.4,4.48,4.26,4.48,6.36,3.53,"Kakabeka Falls, Ontario",48.4028805,-89.6254761
Ontario,Kaladar,Annual,3.11,4.37,4.13,4.38,6.07,3.61,"Kaladar, Ontario",44.6494998,-77.125298
Ontario,Kaministiquia,Annual,3.41,4.49,4.26,4.48,6.36,3.53,"Kaministiquia, Ontario",48.5310188,-89.5929441
Ontario,Kanata,Annual,3.19,4.39,4.17,4.4,6.1,3.59,"Kanata, Ontario",50.000678,-86.000977
Ontario,Kapuskasing,Annual,3.21,4.17,3.97,4.18,5.87,3.35,"Kapuskasing, Ontario",49.416667,-82.433333
Ontario,Karalash Corners,Annual,3.03,4.19,3.95,4.23,5.93,3.5,"Karalash Corners, Ontario",46.7814502,-84.37677
Ontario,Kars,Annual,3.17,4.38,4.16,4.39,6.09,3.59,"Kars, Ontario",45.154927,-75.648422
Ontario,Kasabonika,Annual,3.38,4.18,3.98,4.17,5.81,3.26,"Kasabonika, Ontario",53.522354,-88.64333777775391
Ontario,Kashabowie,Annual,3.42,4.5,4.27,4.49,6.38,3.53,"Kashabowie, Ontario",48.6528006,-90.4446244
Ontario,Kawartha Lakes,Annual,3.02,4.28,4.04,4.31,5.97,3.63,"Kawartha Lakes, Ontario",44.575616,-78.8486034
Ontario,Kearney,Annual,3.03,4.21,3.98,4.24,5.88,3.51,"Kearney, Ontario",45.5554837,-79.2240995
Ontario,Keene,Annual,3.05,4.33,4.09,4.35,6.02,3.65,"Keene, Ontario",44.2415629,-78.1620568
Ontario,Kemptville,Annual,3.16,4.38,4.15,4.38,6.07,3.59,"Kemptville, Ontario",45.0154164,-75.644567
Ontario,Kenora,Annual,3.5,4.56,4.33,4.56,6.48,3.55,"Kenora, Ontario",54.0245941,-89.1618188
Ontario,Keswick,Annual,2.96,4.24,3.99,4.28,5.92,3.65,"Keswick, Ontario",44.2396166,-79.4686558
Ontario,Kettle Point,Annual,2.93,4.29,4.04,4.34,6.02,3.71,"Kettle Point, Ontario",43.2153133,-82.0169809
Ontario,Killaloe,Annual,3.19,4.38,4.16,4.39,6.1,3.58,"Killaloe, Ontario",45.5563714,-77.4181237
Ontario,Killarney,Annual,3.07,4.27,4.03,4.31,6.01,3.55,"Killarney, Ontario",46.1020936,-81.41292673215838
Ontario,Kincardine,Annual,2.89,4.2,3.95,4.26,5.91,3.64,"Kincardine, Ontario",44.1776378,-81.6348713
Ontario,King City,Annual,2.93,4.22,3.98,4.26,5.9,3.67,"King City, Ontario",43.929489,-79.5252267
Ontario,Kingfisher Lake,Annual,3.39,4.22,4.02,4.21,5.88,3.29,"Kingfisher Lake, Ontario",53.0310453,-89.8219797
Ontario,Kingston,Annual,3.08,4.36,4.12,4.38,6.06,3.63,"Kingston, Ontario",44.3054151,-76.4283781
Ontario,Kingsville,Annual,2.99,4.42,4.17,4.46,6.19,3.8,"Kingsville, Ontario",42.0378963,-82.7396606
Ontario,Kinmount,Annual,3.03,4.27,4.04,4.3,5.95,3.59,"Kinmount, Ontario",44.78324,-78.652472
Ontario,Kirkland Lake,Annual,3.22,4.24,4.03,4.25,5.95,3.4,"Kirkland Lake, Ontario",48.154177,-80.031281
Ontario,Kitchener,Annual,2.85,4.16,3.92,4.21,5.82,3.67,"Kitchener, Ontario",43.451291,-80.4927815
Ontario,Kitchenuhmaykoosib,Annual,3.41,4.21,4.0,4.2,5.83,3.25,"Kitchenuhmaykoosib, Ontario",53.8312163,-89.89204188592487
Ontario,Kleinburg,Annual,2.92,4.23,3.98,4.27,5.92,3.69,"Kleinburg, Ontario",43.844184,-79.628906
Ontario,Lake St. Peter,Annual,3.12,4.32,4.09,4.34,6.01,3.57,"Lake St. Peter, Ontario",45.3123121,-78.0248452337749
Ontario,Lakefield,Annual,3.06,4.32,4.09,4.35,6.02,3.64,"Lakefield, Ontario",44.4233365,-78.2721953
Ontario,Lakeshore,Annual,2.99,4.41,4.16,4.46,6.18,3.79,"Lakeshore, Ontario",42.3038299,-82.8189267
Ontario,Lambton Shores,Annual,2.92,4.28,4.03,4.33,6.01,3.71,"Lambton Shores, Ontario",43.19264175,-81.90202425000001
Ontario,Lanark,Annual,3.18,4.41,4.18,4.42,6.13,3.62,"Lanark, Ontario",45.047011,-76.3298878
Ontario,Lancaster,Annual,3.17,4.37,4.15,4.37,6.07,3.57,"Lancaster, Ontario",45.1412662,-74.4999495
Ontario,Langton,Annual,2.84,4.19,3.94,4.24,5.86,3.7,"Langton, Ontario",42.7419289,-80.5776754
Ontario,Lansdowne,Annual,3.11,4.37,4.14,4.38,6.07,3.63,"Lansdowne, Ontario",43.6591114,-79.4427866
Ontario,Lansdowne House,Annual,3.32,4.17,3.97,4.15,5.82,3.3,"Lansdowne House, Ontario",52.2187123,-87.8876724
Ontario,Lappe,Annual,3.4,4.47,4.25,4.46,6.33,3.53,"Lappe, Ontario",43.8957654,-79.2371539
Ontario,Larder Lake,Annual,3.22,4.25,4.04,4.26,5.96,3.41,"Larder Lake, Ontario",48.0994228,-79.7192313
Ontario,LaSalle,Annual,3.01,4.43,4.18,4.48,6.21,3.79,"LaSalle, Ontario",42.21807995,-83.06409000924808
Ontario,Latchford,Annual,3.21,4.29,4.08,4.31,6.02,3.47,"Latchford, Ontario",47.328585,-79.810181
Ontario,Laurentian Hills,Annual,3.2,4.36,4.14,4.37,6.07,3.55,"Laurentian Hills, Ontario",43.4199304,-80.4988723
Ontario,Leamington,Annual,2.99,4.41,4.17,4.46,6.19,3.8,"Leamington, Ontario",42.0531166,-82.5996998
Ontario,Leaskdale,Annual,2.97,4.25,4.01,4.29,5.93,3.65,"Leaskdale, Ontario",44.2047057,-79.1612117
Ontario,Lefaivre,Annual,3.19,4.36,4.14,4.36,6.05,3.53,"Lefaivre, Ontario",45.6392196,-74.8984502
Ontario,Limoges,Annual,3.18,4.37,4.15,4.37,6.07,3.56,"Limoges, Ontario",45.3341367,-75.2519986
Ontario,Lincoln,Annual,2.89,4.22,3.98,4.27,5.91,3.71,"Lincoln, Ontario",43.17354975,-79.41600688766434
Ontario,Lindsay,Annual,3.02,4.29,4.05,4.32,5.98,3.64,"Lindsay, Ontario",44.3551266,-78.7369939
Ontario,Linwood,Annual,2.84,4.15,3.91,4.21,5.82,3.66,"Linwood, Ontario",43.5815263,-80.7283604
Ontario,Lion's Head,Annual,2.96,4.21,3.96,4.27,5.94,3.6,"Lion's Head, Ontario",44.9882221,-81.21913765197853
Ontario,Lisle,Annual,2.93,4.21,3.97,4.26,5.9,3.65,"Lisle, Ontario",44.2431443,-80.0314495
Ontario,Listowel,Annual,2.84,4.15,3.9,4.21,5.82,3.65,"Listowel, Ontario",43.731593,-80.952882
Ontario,Little Britain,Annual,3.0,4.27,4.03,4.31,5.96,3.64,"Little Britain, Ontario",44.2855468,-78.8599597
Ontario,Little Current,Annual,3.07,4.28,4.04,4.32,6.03,3.56,"Little Current, Ontario",45.9800486,-81.9267993
Ontario,London,Annual,2.86,4.2,3.96,4.26,5.89,3.69,"London, Ontario",42.9832406,-81.243372
Ontario,Long Point,Annual,2.84,4.2,3.96,4.25,5.88,3.72,"Long Point, Ontario",42.5783996,-80.4405477
Ontario,Long Sault,Annual,3.15,4.36,4.14,4.36,6.05,3.57,"Long Sault, Ontario",45.0283111,-74.8964683
Ontario,Longlac,Annual,3.22,4.18,3.98,4.18,5.92,3.41,"Longlac, Ontario",49.7781907,-86.5393957
Ontario,L'Orignal,Annual,3.19,4.36,4.14,4.35,6.04,3.53,"L'Orignal, Ontario",45.6193572,-74.6930392
Ontario,Loring,Annual,3.07,4.23,4.0,4.26,5.93,3.51,"Loring, Ontario",45.9328683,-79.9944696
Ontario,Lucan,Annual,2.86,4.2,3.95,4.25,5.89,3.68,"Lucan, Ontario",43.1878148,-81.4031356
Ontario,Lucknow,Annual,2.86,4.17,3.92,4.23,5.87,3.63,"Lucknow, Ontario",43.961848,-81.5172512
Ontario,Lyn,Annual,3.12,4.37,4.14,4.38,6.06,3.61,"Lyn, Ontario",44.5773289,-75.7841229
Ontario,Lyndhurst,Annual,3.12,4.38,4.14,4.39,6.08,3.62,"Lyndhurst, Ontario",44.5499145,-76.1251465
Ontario,Maberly,Annual,3.14,4.38,4.15,4.39,6.09,3.61,"Maberly, Ontario",44.8368158,-76.5414181
Ontario,Macdiarmid,Annual,3.29,4.3,4.09,4.29,6.09,3.45,"Macdiarmid, Ontario",49.4368627,-88.1299975
Ontario,MacTier,Annual,2.97,4.18,3.94,4.22,5.85,3.54,"MacTier, Ontario",45.1362642,-79.7692236
Ontario,Madawaska,Annual,3.15,4.35,4.12,4.36,6.05,3.57,"Madawaska, Ontario",45.5014762,-77.9918074
Ontario,Madoc,Annual,3.11,4.38,4.14,4.4,6.09,3.64,"Madoc, Ontario",44.58180005,-77.50766798148976
Ontario,Magnetawan,Annual,3.02,4.2,3.97,4.23,5.87,3.5,"Magnetawan, Ontario",45.6651963,-79.6438541
Ontario,Maidstone,Annual,2.99,4.41,4.17,4.46,6.19,3.79,"Maidstone, Ontario",42.2094717,-82.8874849
Ontario,Maitland,Annual,3.12,4.36,4.13,4.37,6.05,3.6,"Maitland, Ontario",44.6361042,-75.6119045
Ontario,Mallorytown,Annual,3.11,4.37,4.14,4.38,6.07,3.62,"Mallorytown, Ontario",44.4775491,-75.8792729
Ontario,Manilla,Annual,2.99,4.26,4.02,4.29,5.94,3.64,"Manilla, Ontario",44.3083914,-78.9889507
Ontario,Manitouwadge,Annual,3.16,4.16,3.96,4.17,5.9,3.42,"Manitouwadge, Ontario",49.121541,-85.8384058
Ontario,Manitowaning,Annual,3.06,4.28,4.03,4.32,6.03,3.57,"Manitowaning, Ontario",45.742986,-81.810439
Ontario,Manotick,Annual,3.18,4.39,4.16,4.39,6.09,3.58,"Manotick, Ontario",45.2264407,-75.6860593
Ontario,Marathon,Annual,3.17,4.21,3.99,4.21,5.97,3.46,"Marathon, Ontario",48.7209349,-86.371598
Ontario,Marionville,Annual,3.17,4.38,4.15,4.38,6.07,3.57,"Marionville, Ontario",45.1823673,-75.3534803
Ontario,Markdale,Annual,2.84,4.11,3.87,4.17,5.77,3.59,"Markdale, Ontario",44.31869,-80.648575
Ontario,Markham,Annual,2.94,4.24,4.0,4.28,5.93,3.68,"Markham, Ontario",43.8563707,-79.3376825
